Age,visit_per_week,weekend_ratio,avg_time_in_gym,num_classes_attended,ratio_cardio,ratio_strength,ratio_mind_body,sauna_session_impact
24,3,0.3333333333333333,49,0.0,0.0,0.0,0.0,49
36,1,0.0,70,0.0,0.0,0.0,0.0,0
40,1,1.0,106,2.0,0.5,0.5,0.0,106
40,2,0.0,137,1.0,0.0,1.0,0.0,0
14,2,1.0,66,0.0,0.0,0.0,0.0,66
33,1,0.0,157,0.0,0.0,0.0,0.0,0
43,1,1.0,53,0.0,0.0,0.0,0.0,0
48,2,0.0,125,3.0,0.6666666666666666,0.3333333333333333,0.0,0
12,5,0.2,113,0.0,0.0,0.0,0.0,113
39,4,0.25,62,2.0,0.0,0.0,0.5,62
30,3,0.6666666666666666,76,1.0,0.0,0.0,1.0,76
24,3,0.6666666666666666,40,1.0,0.0,1.0,0.0,40
47,1,0.0,50,0.0,0.0,0.0,0.0,0
34,1,1.0,122,3.0,0.6666666666666666,0.0,0.0,0
30,1,0.0,77,0.0,0.0,0.0,0.0,77
23,1,0.0,49,2.0,0.0,0.5,0.5,49
24,1,0.0,138,3.0,0.3333333333333333,0.3333333333333333,0.0,0
13,2,0.0,93,0.0,0.0,0.0,0.0,93
18,4,0.25,160,0.0,0.0,0.0,0.0,0
45,5,0.4,78,0.0,0.0,0.0,0.0,0
41,1,1.0,67,0.0,0.0,0.0,0.0,0
13,1,0.0,34,2.0,0.0,0.5,0.5,0
34,1,0.0,112,1.0,0.0,0.0,1.0,0
43,1,0.0,121,0.0,0.0,0.0,0.0,0
39,2,0.0,108,0.0,0.0,0.0,0.0,108
13,3,0.3333333333333333,77,3.0,0.3333333333333333,0.6666666666666666,0.0,0
22,5,0.2,172,0.0,0.0,0.0,0.0,0
23,3,0.3333333333333333,139,3.0,0.6666666666666666,0.0,0.3333333333333333,0
37,3,0.3333333333333333,144,0.0,0.0,0.0,0.0,0
29,5,0.2,61,3.0,0.0,0.3333333333333333,0.6666666666666666,61
23,5,0.2,149,0.0,0.0,0.0,0.0,0
23,5,0.2,90,0.0,0.0,0.0,0.0,0
27,3,0.3333333333333333,147,1.0,0.0,0.0,1.0,0
15,1,0.0,131,1.0,0.0,1.0,0.0,0
41,5,0.2,132,0.0,0.0,0.0,0.0,132
15,2,0.5,91,0.0,0.0,0.0,0.0,0
13,3,0.0,36,3.0,0.0,0.3333333333333333,0.3333333333333333,36
49,3,0.6666666666666666,83,1.0,1.0,0.0,0.0,83
32,3,0.3333333333333333,132,3.0,0.3333333333333333,0.0,0.3333333333333333,132
43,5,0.4,150,0.0,0.0,0.0,0.0,150
33,2,0.0,171,1.0,0.0,0.0,1.0,0
45,3,0.6666666666666666,137,0.0,0.0,0.0,0.0,137
43,3,0.0,148,0.0,0.0,0.0,0.0,0
40,3,0.3333333333333333,153,0.0,0.0,0.0,0.0,0
31,5,0.4,144,0.0,0.0,0.0,0.0,0
48,2,0.0,171,0.0,0.0,0.0,0.0,171
21,3,0.3333333333333333,66,0.0,0.0,0.0,0.0,66
18,4,0.25,64,0.0,0.0,0.0,0.0,64
24,2,0.0,105,3.0,0.3333333333333333,0.3333333333333333,0.0,0
34,2,0.0,128,0.0,0.0,0.0,0.0,0
22,5,0.4,81,1.0,1.0,0.0,0.0,0
21,5,0.2,167,2.0,0.5,0.0,0.5,0
42,4,0.5,148,2.0,0.5,0.0,0.5,148
47,2,0.0,168,2.0,0.5,0.5,0.0,0
44,5,0.4,132,2.0,0.5,0.5,0.0,132
38,3,0.0,63,2.0,0.5,0.0,0.5,63
14,2,1.0,55,1.0,0.0,1.0,0.0,55
19,3,0.6666666666666666,51,0.0,0.0,0.0,0.0,51
14,3,0.3333333333333333,162,1.0,0.0,0.0,1.0,162
21,3,0.3333333333333333,90,0.0,0.0,0.0,0.0,0
31,3,0.3333333333333333,179,0.0,0.0,0.0,0.0,179
33,4,0.25,84,0.0,0.0,0.0,0.0,0
28,3,0.6666666666666666,136,0.0,0.0,0.0,0.0,136
13,2,0.0,159,1.0,0.0,1.0,0.0,159
43,3,0.3333333333333333,98,0.0,0.0,0.0,0.0,98
14,1,0.0,101,3.0,0.0,0.3333333333333333,0.6666666666666666,0
36,2,0.5,141,0.0,0.0,0.0,0.0,141
26,1,0.0,117,1.0,0.0,1.0,0.0,0
13,3,0.0,32,0.0,0.0,0.0,0.0,0
25,1,0.0,147,0.0,0.0,0.0,0.0,0
46,2,0.0,150,0.0,0.0,0.0,0.0,150
22,3,0.0,71,3.0,1.0,0.0,0.0,71
30,3,0.3333333333333333,76,3.0,0.0,0.6666666666666666,0.3333333333333333,76
33,1,0.0,108,1.0,0.0,1.0,0.0,108
28,4,0.0,166,1.0,1.0,0.0,0.0,166
48,3,0.3333333333333333,96,0.0,0.0,0.0,0.0,96
16,5,0.0,111,0.0,0.0,0.0,0.0,0
35,3,0.3333333333333333,70,1.0,0.0,1.0,0.0,70
24,3,0.3333333333333333,139,0.0,0.0,0.0,0.0,0
16,3,0.6666666666666666,50,3.0,0.6666666666666666,0.0,0.0,50
32,3,0.0,101,1.0,0.0,1.0,0.0,101
32,3,0.3333333333333333,160,3.0,0.3333333333333333,0.6666666666666666,0.0,0
21,2,0.0,44,3.0,0.6666666666666666,0.3333333333333333,0.0,0
36,4,0.0,171,1.0,0.0,0.0,1.0,0
37,1,0.0,132,2.0,0.5,0.0,0.0,132
49,1,0.0,103,3.0,0.0,0.3333333333333333,0.6666666666666666,0
42,1,0.0,93,1.0,1.0,0.0,0.0,93
45,5,0.2,100,0.0,0.0,0.0,0.0,100
47,3,0.3333333333333333,105,0.0,0.0,0.0,0.0,105
34,1,1.0,158,3.0,0.6666666666666666,0.0,0.0,0
27,3,0.3333333333333333,64,0.0,0.0,0.0,0.0,0
43,3,0.3333333333333333,138,0.0,0.0,0.0,0.0,0
33,3,0.3333333333333333,144,1.0,0.0,1.0,0.0,0
39,5,0.4,161,2.0,0.5,0.0,0.5,0
17,4,0.25,173,2.0,0.0,0.5,0.0,0
36,2,0.0,171,0.0,0.0,0.0,0.0,171
40,3,0.0,106,0.0,0.0,0.0,0.0,0
15,3,0.3333333333333333,134,2.0,0.5,0.5,0.0,134
40,2,0.0,152,0.0,0.0,0.0,0.0,152
23,4,0.25,126,2.0,0.5,0.5,0.0,0
18,2,0.0,139,0.0,0.0,0.0,0.0,0
